> print(ans_data)
     answers         freq
2016   tarot 4.841097e-06
2017   taste 2.282140e-04
2018   tasty 1.370137e-05
2019   tatty 1.371104e-06
2020   taunt 4.301461e-06
2021   tawny 6.286696e-06
2022   teach 2.639494e-04
2023   teary 1.342236e-06
2024   tease 1.225422e-05
2025   teddy 2.633739e-05
2026   teeth 2.260988e-04
2027   tempo 3.738084e-05
2028   tenet 1.281173e-05
2029   tenor 3.683336e-05
2030   tense 8.741109e-05
2031   tenth 1.149237e-04
2032   tepee 2.273967e-06
2033   tepid 4.444371e-06
2034   terra 2.957164e-05
2035   terse 6.955217e-06
2036   testy 1.973553e-06
2037   thank 6.879579e-04
2038   theft 1.019253e-04
2039   their 1.810122e-02
2040   theme 3.205789e-04
2041   there 1.394925e-02
2042   these 1.350748e-02
2043   theta 2.236037e-05
2044   thick 3.491815e-04
2045   thief 3.385141e-05
2046   thigh 3.343998e-05
2047   thing 1.127921e-03
2048   think 2.600539e-03
2049   third 2.000059e-03
2050   thong 4.813787e-06
2051   thorn 2.472464e-05
2052   those 6.664478e-03
2053   three 5.145553e-03
2054   threw 1.086133e-04
2055   throb 3.987206e-06
2056   throw 1.435981e-04
2057   thrum 8.371958e-07
2058   thumb 7.512130e-05
2059   thump 6.687438e-06
2060   thyme 1.204626e-05
2061   tiara 2.845355e-06
2062   tibia 1.855474e-05
2063   tidal 7.946815e-05
2064   tiger 6.723404e-05
2065   tight 1.773608e-04
2066   tilde 1.985755e-06
2067   timer 2.899661e-05
2068   timid 1.667221e-05
2069   tipsy 2.308764e-06
2070   titan 1.563595e-05
2071   tithe 8.795751e-06
2072   title 1.803795e-03
2073   toast 2.701779e-05
2074   today 1.626404e-03
2075   toddy 2.876647e-06
2076   token 7.568519e-05
2077   tonal 2.207366e-05
2078   tonga 1.669592e-05
2079   tonic 2.575583e-05
2080   tooth 9.208905e-05
2081   topaz 6.289846e-06
2082   topic 3.231148e-04
2083   torch 3.084435e-05
2084   torso 1.756564e-05
2085   torus 1.467780e-05
2086   total 4.049368e-03
2087   totem 9.920340e-06
2088   touch 3.287492e-04
2089   tough 1.490764e-04
2090   towel 3.521800e-05
2091   tower 2.128699e-04
2092   toxic 2.366137e-04
2093   toxin 4.081013e-05
2094   trace 2.458793e-04
2095   track 4.103900e-04
2096   tract 2.120648e-04
2097   trade 2.633416e-03
2098   trail 2.177490e-04
2099   train 3.703058e-04
2100   trait 6.070652e-05
2101   tramp 1.076330e-05
2102   trash 5.033610e-05
2103   trawl 1.416560e-05
2104   tread 2.311284e-05
2105   treat 2.992697e-04
2106   trend 3.583391e-04
2107   triad 2.539470e-05
2108   trial 1.271867e-03
2109   tribe 1.901871e-04
2110   trice 2.608413e-06
2111   trick 5.984940e-05
2112   tried 6.480070e-04
2113   tripe 2.115888e-06
2114   trite 5.392653e-06
2115   troll 8.340175e-06
2116   troop 4.162922e-05
2117   trope 9.076126e-06
2118   trout 9.908422e-05
2119   trove 4.322295e-06
2120   truce 1.765697e-05
2121   truck 2.544042e-04
2122   truer 6.760844e-06
2123   truly 2.962661e-04
2124   trump 1.469629e-05
2125   trunk 1.024352e-04
2126   truss 1.900160e-05
2127   trust 1.177373e-03
2128   truth 6.909026e-04
2129   tryst 2.113165e-06
2130   tubal 7.921052e-06
2131   tuber 1.182622e-05
2132   tulip 8.423864e-06
2133   tulle 1.751047e-06
2134   tumor 2.238129e-04
2135   tunic 1.074886e-05
2136   turbo 2.128962e-05
2137   tutor 3.517456e-05
2138   twang 1.967080e-06
2139   tweak 2.137651e-06
2140   tweed 1.115000e-05
2141   tweet 6.762421e-07
2142   twice 3.567474e-04
2143   twine 9.055445e-06
2144   twirl 1.849957e-06
2145   twist 6.149517e-05
2146   twixt 1.473703e-06
2147   tying 3.252081e-05
2148   udder 3.406547e-06
2149   ulcer 3.440683e-05
2150   ultra 7.074412e-05
2151   umbra 1.927210e-06
2152   uncle 1.684373e-04
2153   uncut 6.257305e-06
2154   under 8.937444e-03
2155   undid 3.060130e-06
2156   undue 5.819867e-05
2157   unfed 1.051672e-06
2158   unfit 2.300043e-05
2159   unify 1.376606e-05
2160   union 1.921043e-03
2161   unite 4.669225e-05
2162   unity 2.958140e-04
2163   unlit 2.525197e-06
2164   unmet 1.182563e-05
2165   unset 1.001430e-06
2166   untie 3.380691e-06
2167   until 2.668474e-03
2168   unwed 6.588047e-06
2169   unzip 9.319537e-07
2170   upper 9.097627e-04
2171   upset 9.996890e-05
2172   urban 1.002778e-03
2173   urine 1.276627e-04
2174   usage 2.048176e-04
2175   usher 1.642360e-05
2176   using 3.668984e-03
2177   usual 4.103119e-04
2178   usurp 5.435531e-06
2179   utile 2.391601e-06
2180   utter 4.674156e-05
2181   vague 9.298892e-05
2182   valet 1.020827e-05
2183   valid 3.637405e-04
2184   valor 9.712210e-06
2185   value 3.312293e-03
2186   valve 2.075300e-04
2187   vapid 1.612708e-06
2188   vapor 1.430275e-04
2189   vault 3.144793e-05
2190   vaunt 5.303627e-07
2191   vegan 1.973700e-06
2192   venom 1.582152e-05
2193   venue 5.931523e-05
2194   verge 2.693208e-05
2195   verse 1.702278e-04
2196   verso 2.218538e-05
2197   verve 5.667849e-06
2198   vicar 1.688989e-05
2199   video 5.810360e-04
2200   vigil 1.208628e-05
2201   vigor 2.670018e-05
2202   villa 6.335962e-05
2203   vinyl 5.262675e-05
2204   viola 2.594034e-05
2205   viper 5.718146e-06
2206   viral 9.847704e-05
2207   virus 3.147486e-04
2208   visit 6.068946e-04
2209   visor 5.060482e-06
2210   vista 4.657890e-05
2211   vital 3.134769e-04
2212   vivid 6.096566e-05
2213   vixen 2.351984e-06
2214   vocal 9.014309e-05
2215   vodka 1.326338e-05
2216   vogue 2.163528e-05
2217   voice 8.681525e-04
2218   voila 1.761013e-06
2219   vomit 8.812130e-06
2220   voter 6.620993e-05
2221   vouch 3.581778e-06
2222   vowel 5.795310e-05
2223   vying 5.600007e-06
2224   wacky 3.173018e-06
2225   wafer 4.677333e-05
2226   wager 1.189600e-05
2227   wagon 6.882669e-05
2228   waist 6.010755e-05
2229   waive 5.312022e-05
2230   waltz 1.658142e-05
2231   warty 1.657625e-06
2232   waste 9.810805e-04
2233   watch 3.663451e-04
2234   water 4.716575e-03
2235   waver 4.190911e-06
2236   waxen 1.141871e-06
2237   weary 3.962092e-05
2238   weave 2.640795e-05
2239   wedge 5.149060e-05
2240   weedy 5.797384e-06
2241   weigh 6.064201e-05
2242   weird 3.091015e-05
2243   welch 3.886403e-05
2244   welsh 8.049853e-05
2245   wench 3.400204e-06
2246   whack 4.217423e-06
2247   whale 5.217751e-05
2248   wharf 2.869161e-05
2249   wheat 2.732402e-04
2250   wheel 1.964672e-04
2251   whelp 8.421811e-07
2252   where 6.932853e-03
2253   which 2.554930e-02
2254   whiff 5.379825e-06
2255   while 4.694098e-03
2256   whine 6.513199e-06
2257   whiny 9.336380e-07
2258   whirl 8.312928e-06
2259   whisk 9.645416e-06
2260   white 2.219513e-03
2261   whole 1.724558e-03
2262   whoop 2.798660e-06
2263   whose 1.533376e-03
2264   widen 2.174437e-05
2265   wider 2.139527e-04
2266   widow 1.060279e-04
2267   width 3.132548e-04
2268   wield 1.028177e-05
2269   wight 1.278151e-05
2270   willy 2.245424e-05
2271   wimpy 1.445934e-06
2272   wince 3.332839e-06
2273   winch 1.120601e-05
2274   windy 1.494586e-05
2275   wiser 1.706552e-05
2276   wispy 2.969538e-06
2277   witch 4.618848e-05
2278   witty 2.104538e-05
2279   woken 4.564229e-06
2280   woman 1.410274e-03
2281   women 4.071664e-03
2282   woody 5.333542e-05
2283   wooer 4.359519e-07
2284   wooly 1.282055e-06
2285   woozy 8.655957e-07
2286   wordy 2.612518e-06
2287   world 5.011766e-03
2288   worry 1.698729e-04
2289   worse 2.775016e-04
2290   worst 2.133512e-04
2291   worth 5.631895e-04
2292   would 1.387946e-02
2293   wound 1.485960e-04
2294   woven 6.275678e-05
2295   wrack 1.249838e-06
2296   wrath 3.568061e-05
2297   wreak 4.642086e-06
2298   wreck 2.766286e-05
2299   wrest 5.539599e-06
2300   wring 4.348858e-06
2301   wrist 5.963794e-05
2302   write 8.521503e-04
2303   wrong 5.649593e-04
2304   wrote 6.875511e-04
2305   wrung 4.762463e-06
2306   wryly 6.733949e-06
2307   yacht 2.672954e-05
2308   yearn 5.847110e-06
2309   yeast 8.681914e-05
2310   yield 6.272042e-04
2311   young 1.871140e-03
2312   youth 5.692511e-04
2313   zebra 1.650567e-05
2314   zesty 1.193203e-06
2315   zonal 1.952542e-05
